"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage"
"31137",0,"10",70,0,2013,1,"","Phelps County, Nebraska","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",435,4579,4593,4624,39582570,20979537,285715,662
"31137",0,"10",70,0,2013,2,"","Phelps County, Nebraska","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",442,4650,4769,4818,41641466,5421843,81241,675
"31137",0,"10",70,0,2013,3,"","Phelps County, Nebraska","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",443,4731,4690,4646,41123391,3194133,50236,675
"31137",1,"10",71,0,2013,1,"","Phelps County, Nebraska","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",8,42,45,41,512475,0,0,924
"31137",1,"10",71,0,2013,2,"","Phelps County, Nebraska","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",9,56,53,56,646482,0,0,904
"31137",1,"10",71,0,2013,3,"","Phelps County, Nebraska","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",9,57,56,60,731425,0,0,976
"31137",1,"102",72,0,2013,1,"","Phelps County, Nebraska","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",8,42,45,41,512475,0,0,924
"31137",1,"102",72,0,2013,2,"","Phelps County, Nebraska","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",9,56,53,56,646482,0,0,904
"31137",1,"102",72,0,2013,3,"","Phelps County, Nebraska","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",9,57,56,60,731425,0,0,976
"31137",1,"1021",73,0,2013,1,"","Phelps County, Nebraska","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",4,25,23,22,253775,0,0,837
"31137",1,"1021",73,0,2013,2,"","Phelps County, Nebraska","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",4,23,22,24,207561,0,0,694
"31137",1,"1021",73,0,2013,3,"","Phelps County, Nebraska","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",4,22,26,25,281160,0,0,889
"31137",1,"1025",73,0,2013,1,"","Phelps County, Nebraska","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,6,8,8,105682,0,0,1109
"31137",1,"1025",73,0,2013,2,"","Phelps County, Nebraska","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,8,8,8,117948,0,0,1134
"31137",1,"1025",73,0,2013,3,"","Phelps County, Nebraska","Federal Government","Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,8,8,9,138102,0,0,1275
"31137",1,"1028",73,0,2013,1,"","Phelps County, Nebraska","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",3,11,14,11,153018,0,0,981
"31137",1,"1028",73,0,2013,2,"","Phelps County, Nebraska","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",4,25,23,24,320973,0,0,1029
